Event Number,Event Description,Business Unit,Date Created,Date Last Updated,Date of Occurrence,Date of Identification,Estimated Loss,Loss Value,Rationale for Estimated Loss,Total Recovery Amount,Gross Loss Value,Net Loss,Event Status,Event Identifier,Event Type,Event Owner,Risk Driver (Primary Risk Factor),Other Driver1,Other Driver2,Business Unit Caused,Process Caused,Effect Description,Effect Type,Effect Category,Loss Value,Rationale for Gross Loss  Value,Process Impacted,Unit Impacted,General Ledger Impacted,General Ledger Number,Required Actions,Action Owner,Action Due Date,Action Progress Report,Action Status,Recovery Date,Recovery Amount,Recovery Type,Recovery Description
2566,Failed Client Contributions SMS Notifications from 8 - 14 January 2019,ARM Pensions›Operations›Contributions Processing,1/25/2019 10:04,5/6/2019 11:45,1/8/2019,1/8/2019,₦0.00,,0,0,0,0,Closed,Mary Omoyeni,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›System downtime,Ahmed Shittu,Systems›System availability›Other Equipment failure (Failure of other assets/ equipments other than IT related equipments etc.),,,,,Diminished client satisfaction and firm reputation,Actual Loss,Reputational Loss,,,,,,,CPU to resend contribution notification SMS to affected clients | IT to ensure regular health checks on middleware between NAV and SMS platform to ensure SMS on client contributions sent out are successful,Mary Omoyeni| Adebimpe Adekanmbi,2019-01-31| 2019-02-22,"SMS notification was resent to Clients | An integration directly to the SMS portal was done and monitored for over a month.
Direct integration with gateway has proven quite reliable as just 1 issue was encountered at the beginning which was resolved immediately. Change control has been done to make the switch permanent.",Complete| Complete,,,,
2567,Erroneous Crediting of Funds (159m) into RSA Fund I,ARM Pensions›Operations›Fund Account,1/25/2019 16:41,1/15/2020 11:32,12/7/2018,12/17/2018,₦0.00,,yet to be determined.,0,0,0,Closed,Lola Olukogbon,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Improper identification of beneficiaries",Kehinde Oladipo,People›Skills›Negligence of duties and responsibilities,,,,,Mistated NAV for RSA I,Actual Loss,Loss or Damage to Assets,,,,,,,Fund Accounts to reverse erroneous fund credit from RSA I to the appropriate fund| Fund Accounts to build a process / control to prevent erroneous crediting into proprietary / non-proprietary funds. ,Femi Ige| Ireti Ishola,2018-12-28| 2019-02-22,A system generated report accompanies mandates for supervisory review before proprietary/non-proprietary funds are credited.,Complete| Complete,,,,
2571,EOD process for 18.01.2019 and 19.01.2019 were run with prior date - 17.01.2019.,ARM Pensions›Operations›Fund Account,1/29/2019 10:50,1/29/2019 11:00,1/21/2019,1/28/2019,₦0.00,,No financial loss incurred.,0,0,0,Closed,Lola Olukogbon,"Execution, Delivery and Process Management›Other Process breakdown›Error in other administrative/support processes",Kehinde Oladipo,Process›Adequacy of Procedures›Inadequate / incomplete procedure (Internal communication failure),People›Skills›Negligence of duties and responsibilities,,,,Duplication of efforts in running EOD again,Actual Loss,Reduced operational capacity,,,,,,,Fund Accounts to reverse EOD with erroneous process date and re-run EOD at appropriate date. | Fund Accounts to ensure that server change date changes are fully effected before running EOD ,Kehinde Oladipo| Femi Ige,,,Complete| Complete,,,,
2572,ARMP Agent Collection of Cash from Clients to remit into their RSAs,ARM Pensions›Business Development›East Region,1/29/2019 12:53,3/27/2019 8:19,12/27/2018,12/27/2018,"₦400,000.00",,The Nigeria Automobile Technical Association and Professional Tailor and Fashion Designer Association pays through a ARM Sales agent who deposits to the bank on behalf of the client(s) after their various association meetings.,0,0,0,Closed,Adeyemi Salisu,"Clients, Products and Business Practices›Suitability, disclosure and fiduciary›Fiduciary breaches and guideline violations",Donald Onuoha,Process›Adequacy of Procedures›Non adherence to processes and procedures,,,,,,Potential Loss,Regulatory Action,,,,,,,Internal Audit to investigate the event of ARMP Agent Collection of Cash from Clients to remit into their RSAs,Segun Awode,2/18/2019,Investigation closed as decided by management,Complete,,,,
2575,Cancelled Trades on Fundware reflect as valid trades on the ARM Paperless platform,ARM Pensions›Information Technology›Information Technology,2/1/2019 15:11,3/18/2019 8:50,2/1/2019,2/1/2019,₦0.00,,No financial loss incurred,0,0,0,Closed,Kehinde Owonubi,"Execution, Delivery and Process Management›Other Process breakdown›Error in other administrative/support processes",Steve Omali,Process›Change Management›Lack of documented guidelines for new processes / services developed,,,,,,,,,,,,,,IT Apps and Dev team resolve cancelled trades on Fundware reflecting as valid trades on the ARM Paperless platform.| Ensuring the status of trades are always re validated on Fundware before signatories signs off trade on ARMP Paperless. | The fix has been treated. Cancelled trade cant be signed on paperless ,Opeyemi Adejimi| Opeyemi Adejimi| Opeyemi Adejimi,2019-02-14| 2019-02-22| 2019-03-18,"Redevelopment work is ongoing, we would conduct proper testing before deploying to production| this has been fixed",Complete| Complete| Complete,,,,
2576,DELETION OF FILE IN 'FUND ADMIN' NETWORK FOLDER,ARM Pensions›Operations›Contributions Processing,2/4/2019 12:00,5/6/2019 6:48,2/4/2019,2/4/2019,₦0.00,,0,0,0,0,Closed,Bolatito Odusanya,"Execution, Delivery and Process Management›Other Process breakdown›Error in other administrative/support processes",Ahmed Shittu,Systems›Data Protection›Inadequate system / data backups,,,,,,,,,,,,,,IT to use ManageEngine ADAuditPlus   - All File or Folder Changes by User report to find out when the deletion occurred and by whom | IT to restore content of 'Fund Admin' Network Folder for CPU ,Steve Omali| Steve Omali,2019-02-06| 2019-02-06,,Complete| Complete,,,,
2577,System downtime (PIN Upload - PenCom),ARM Pensions›Operations›Data Management Unit,2/6/2019 16:16,3/15/2019 10:07,2/5/2019,2/5/2019,₦0.00,,n/a,0,0,0,Closed,Adedapo Ogundipe,"Business Disruption and System Failures›Interruption in services provided by external providers›Inability to process transactions on external applications (CSCS website, NSE trading terminal, etc.)",Lawrence Sonibare,External Events›Client / Customer Relations›Client/Counterparty Failures,,,,,PENCOM's website was inaccessible for pin upload,,,,,,,,,,,,,,,,,
2580,Staff and Department Data Exposure - Inadequate Printer Configurations and Poor System Setup and Control on a C Drive path,ARM Pensions›Information Technology›Information Technology,2/8/2019 15:26,10/7/2019 10:54,1/28/2019,1/28/2019,₦0.00,,None.,0,0,0,Closed,Paul Pius,"Execution, Delivery and Process Management›Other Process breakdown›Error in other administrative/support processes",Muritala Yusuf,Process›Quality of controls›Inadequate controls in place (specific / pervasive / monitoring),,,,,Inadequate Printer Configurations and Poor System Setup and Control on a C Drive path,Potential Loss,Reputational Loss,,,,,,,IT to review and assess the impacts of the misconfigurations to the organization's data listed in the 'Staff and Department Data Exposure' report.,Muritala Yusuf,2/15/2019,The Network was successfully segmented into smaller individual Local Area Networks (LANs) which now contains groups of users with common interests.,Complete,,,,
2581,INCOMPLETE BANKSM FROM UPCL AS AT  11TH FEB. 2019,ARM Pensions›Operations›Reconciliation,2/13/2019 13:25,2/14/2019 12:00,2/12/2019,2/12/2019,₦0.00,,no discernible financial incurred,0,0,0,Closed,Omobolaji Adeleke,"Execution, Delivery and Process Management›Non-client counterparty breaches›Failure of counter-party company to honour services to fellow counter-party companies per agreement",Aderonke Kelani,External Events›Client / Customer Relations›Client/Counterparty Failures,,,,,Due to incomplete Bank SM; Price for the following day cannot be generated. CPU cannot process contributions.,Actual Loss,Reduced operational capacity,,,,,,,RU to liaise with UPCL to ensure complete Bank SM is received,Omobolaji Adeleke,2/21/2019,Complete BankSM received 13.02.19 at 8:40pm,Complete,,,,
2584,POSTING OF TRANSACTION WITH WRONG EMPLOYER NAME BY THE BANK,ARM Pensions›Operations›Reconciliation,2/19/2019 15:37,3/29/2019 14:56,2/7/2019,2/19/2019,₦0.00,0,EMPLOYER CODE SIMILARITY,0,0,0,Closed,Aderonke Kelani,"Execution, Delivery and Process Management›Non-client counterparty breaches›Failure of counter-party company to honour services to fellow counter-party companies per agreement",Aderonke Kelani,External Events›Client / Customer Relations›Inadequate/inappropriate information provided by the client,,,,,"The Bank (UBA) erroneously stated ""Project Development TEA"" as the employer rather than ""Rapidlink Resources Ltd"" leading to wrong employer record for the Client",Actual Loss,Reputational Loss,0,No monetary value lost,,,,,"CPU to process a reversal of inflow in the client's account to allow for correction of the employer details by the UBA from ""Project Development TEA"" to ""Rapidlink Resources Ltd | CPU to process with correct employer details ""Rapidlink Resources Ltd""",Mary Omoyeni| Mary Omoyeni,2019-02-20| 2019-02-21,Completed| Employer details have been corrected ,Complete| Complete,,,,
2585,LOSS OF POWER IN DATA CENTER DUE TO FAULTY BREAKER IN THE POWER ROOM LEADING TO NETWORK DOWNTIME,ARM Pensions›Information Technology›Information Technology,2/25/2019 8:48,3/12/2019 15:51,2/22/2019,2/22/2019,₦0.00,,0,0,0,0,Closed,Mary Omoyeni,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›Generator Breakdown,Paul Pius,Systems›System availability›Hardware failure (Failure of wearing parts etc),,,,,Inability for entire office to carry out daily deliverables linked to the intra/internet,Actual Loss,Reduced operational capacity,,,,,,,Incident report to be circulated documenting the cause of the power outage in the Data Centre power room| Faulty inverter breaker to be replaced,Steve Omali| Paul Pius,,,Complete| Complete,,,,
2590,Value of equity trade (sales) overstated due to wrong information provided by the Counterparty (Union Capital),ARM Pensions›Investment Mangement›Investment Mangement,2/28/2019 13:09,6/18/2019 15:07,2/22/2019,2/28/2019,₦0.00,0,No actual loss incurred,0,0,0,Closed,Seyi Oyalade,"Execution, Delivery and Process Management›Non-client counterparty breaches›Failure of counter-party company to honour services to fellow counter-party companies per agreement",Oluwole Layeni,External Events›Client / Customer Relations›Client/Counterparty Failures,People›Skills›Negligence of duties and responsibilities,,ARMIM›Investment Management›Investment Management,Treasury›Investment Liquidation,Trade booked  by  fund account was inaccurate as the counterparty (Union Capital) sent a wrong schedule,,,0,,,,,,Trade schedules forwarded by counter parties should always be checked against contract not to ensure consistency | Fund account should also request contract notes are checked against schedulesbefore trades are booked,Oluwole Layeni| Ireti Ishola,2019-02-28| 2019-02-28,Primary and secondary checks should be in place to ensure consistency| A process should be in place to ensure trades captured are consistent with schedules and contract notes ,Complete| Complete,,,,
2592,FRONT OFFICE FLOODED BY THE BACKFLOW OF THE SEPTIC TANK,ARM Pensions›Administration›Administration,3/1/2019 8:05,3/4/2019 10:02,2/26/2019,2/26/2019,₦0.00,,NA,0,0,0,Closed,Rebecca Addy,Disasters and Other Events›Accidents and public safety›Water spillage,Esther Ukwuoma,People›Skills›Negligence of duties and responsibilities,,,,,,,,,,,,,,Female Staff Sensitization on Office Toilet Etiquette,Esther Ukwuoma,3/8/2019,,Complete,,,,
2594,Failed Backup Operation due to Mismatch in Storage Capacity and File Sizes,ARM Pensions›Information Technology›Information Technology,3/5/2019 7:07,5/2/2019 7:54,3/1/2019,3/1/2019,₦0.00,0,Backup operation was cancelled because files backup location was bigger than the Tape Cartridge itself.,0,0,0,Closed,Eromonse Ohizua,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›System downtime,Muritala Yusuf,"Systems›System Adequacy›System inadequate for volume of activities (speed, storage etc)",,,,,Failed Backup Operation due to Mismatch in Storage Capacity and File Sizes. Symantec's capacity is not adequate for back up.,,Loss or Damage to Assets,0,no actual loss incurred,,,,,IT to ascertain what caused the excess amount of data to be backed up. (<E:\Program Files\Microsoft SQL Server\MSSQL12.MSSQLSERVER\MSSQL\Backup>)| Move to SQL audit log file to different location (<E:\Program Files\Microsoft SQL Server\MSSQL12.MSSQLSERVER\MSSQL\Backup>) on server to free up space for required files for back up,Eromonse Ohizua| Eromonse Ohizua,,SQL audit log file was being saved in the same location as the required files for backup,Complete| Complete,,,,
2598,Batch ID CB00525002 and CB00525003 did not impact on bank statement which is as a result of invalid entry code.,ARM Pensions›Operations›Contributions Processing,3/6/2019 9:53,5/16/2019 12:02,2/20/2019,2/21/2019,₦0.00,,No money was lost in the process,0,0,0,Closed,Funmilola Dahunsi,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›Automated data processing errors,Ahmed Shittu,Systems›System Complexity›Poor systems user interface,,,,,Transaction did not impact bank statement which could lead to double processing,Actual Loss,Reduced operational capacity,,,,,,,RU to raise a Change Control document to resolve the current event of 2 invalid batch IDs not impacting bank statement| IT to liaise with vendor to get contribution Batch IDs to auto-validate ,Funmilola Dahunsi| Adebimpe Adekanmbi,3/29/2019,,Complete| Complete,,,,
2605,Suspected Falsification of Proof of Identification in Client Onboarding Process,ARM Pensions›Business Development›Business Support,3/12/2019 10:23,6/7/2019 15:11,3/8/2019,3/8/2019,₦0.00,,N/A,0,0,0,Closed,Marcus Orhu,Internal Fraud›Theft and Fraud (Internal)›Forgery or Manipulation of source documents/ customer accounts (e.g. Inflating vendor invoice etc.),John Ikazoboh,People›Motivation›Corruption / Criminal intent,,,,,,,,,,,,,,Internal Audit to conduct investigation to the claim of falsification of Client Onboarding document and proffer recommendations.| HR & Admin to carry out disciplinary actions on the sales agent involved. | Engagement and sensitization of the sales team to prevent recurrence to be carried out on a periodic basis ,Adetayo Adenuga| Emeka Dibia| John Ikazoboh,2019-03-22| 2019-06-17| 2019-05-21,"Investigation has been concluded and one sales agent found guilty of falsifying Client's proof of ID documents for six PINs | Disciplinary proceedings have been concluded. Final report to be ready on 11th June, 2019.",Complete| Complete| Complete,,,,
2607,Unable To Approve RSA/CFI/ Updates On Easy Reg Due To Internet Down Time,ARM Pensions›Operations›Data Management Unit,3/14/2019 11:34,5/16/2019 14:39,3/13/2019,3/13/2019,₦0.00,0,Most of these records belong to Contractors who are ready to fund without delay.,0,0,0,Closed,Godfrey Akozi,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›System downtime,Muritala Yusuf,Systems›System availability›Software failure (Software / data corruption etc),,,ARM Agric Fund›Information Technology,Asset Management›Client Acquisition - Retail,DMU unable to approve updates on easyreg leading to increasing PIN TATand customer dissatisfaction,Potential Loss,Reduced operational capacity,0,No actual loss occured,Asset Management›Client Acquisition - Retail,,,,IT to resolve internet issues to allow for updates on easyreg,Adebimpe Adekanmbi,3/14/2019,Issue has been resolved.,Complete,,,,
2610,"NETWORK ISSUES IN SURULERE OFFICE. The network in surulere Office was down from 7:30am for an hour. This affected the call center, front office and E-channel activities",ARM Pensions›Information Technology›Information Technology,3/14/2019 16:07,5/2/2019 8:03,3/14/2019,3/14/2019,₦0.00,0,N/A,0,0,0,Closed,Rebecca Addy,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›System downtime,Muritala Yusuf,External Events›Outsourcing›Performance failure of outsourced vendor / service provider,,,,,Loss of man hours of the employees in the operations,Actual Loss,Reduced operational capacity,0,No Actual loss occurred,,,,,IT to assess and resolve the network issue,Steve Omali,3/14/2019,Action complete,Complete,,,,
2619,"SMS was sent to customers in the expression of interest database at the request of the MPS team, unfortunately these records had 9,561 client details included which they also recieved Micro Pension account opening SMS sent by ARM",ARM Pensions›Information Technology›Information Technology,4/10/2019 12:38,1/13/2020 7:44,4/3/2019,4/4/2019,"₦47,805.00","47,805.00","Additional apology SMSes was sent to 9,561 existing clients so the cost of the initial SMS along with apology SMSes makes up the financial loss. Each SMSes cost N2.50k",0,"47,805.00","47,805.00",Closed,Muritala Yusuf,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Data entry errors (e.g. wrong payment instructions, wrong account credited etc.)",Ade Ojedokun,People›Skills›Negligence of duties and responsibilities,,,,,SMS directed at prospects for MPS erroneously sent to existing CPS clients due to wrong data capture| This event poses a reputational risk to the Firm,Actual Loss| Actual Loss,Loss or Damage to Assets| Reputational Loss,"47,805.00",Being cost of Initial SMS sent and cost of follow up apology SMS send to the client,Asset Management›Client Acquisition - Trust,ARM Pensions,,,Apology SMS has been sent to CPS clients who received the SMS| IT to investigate the event to prevent reoccurence. A clean up of the database should be carried out to ensure accurate information as been captured ,Muritala Yusuf| Muritala Yusuf,2019-04-04| 2019-04-26,Complete| Complete,Complete| Complete,,,,
2620,NAVISION DOWNTIME AS A RESULT OF FLUCTUATING INTERNET CONNECTION IN SURULERE OFFICE SINCE 7.30AM,ARM Pensions›Customer Experience›Customer Service,4/10/2019 12:46,5/2/2019 6:51,4/10/2019,4/10/2019,₦0.00,0,NONE,0,0,0,Closed,Joy Ebaghelu,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›System downtime,Kehinde Ashafa,External Events›Third-party Relations›Inadequate/inappropriate information provided by third-parties,,,ARM Capital Partners›Customer Experience,Asset Management›Client Acquisition - Retail,Inability to perform tasks due to Navision downtime caused by internet fluctuations.,Actual Loss,Reduced operational capacity,0,No financial loss loss incurred,Asset Management›Client Acquisition - Retail,ARM Capital Partners›Customer Experience›Customer service,,,IT to provide root-cause analysis as to the cause of the Navision Module downtime,Paul Pius,4/15/2019,Navision downtime was a result of Network fluctuation.,Complete,,,,
2622,Unable to process contribution due to CRM error (Client's PIN was not returned with tthe enquiry),ARM Pensions›Operations›Contributions Processing,4/15/2019 13:11,4/16/2019 9:49,4/12/2019,4/12/2019,₦0.00,0,none,0,0,0,Closed,Christian Anyim,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›Automated data processing errors,Anonymous,Systems›System availability›Software failure (Software / data corruption etc),,,,,"The Processing of contribution delayed by a CRM error. CRM returned an enquiry without client's PIN, making it impossible for CPU to process contribution",,Reduced operational capacity,0,no actual loss incurred,,,,,IT to resolve the issue. PIN should be updated from backup,Adebimpe Adekanmbi,4/15/2019,Complete,Complete,,,,
2625,Unknown Transfer into CBN Fund,ARM Pensions›Investment Mangement›Investment Mangement,4/16/2019 16:09,5/13/2019 16:18,4/15/2019,4/16/2019,₦710.00,0,Not Applicable,0,0,0,Closed,Seyi Oyalade,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Data entry errors (e.g. wrong payment instructions, wrong account credited etc.)",Atiku Audu,External Events›Third-party Relations›Inadequate/inappropriate information provided by third-parties,,,,,An erroneous credit was made into the CBN fund which could impact the valuation of the fund,,,0,No actuall loss incurred,,,,,IM to notify ZPC for the erroneous credit to be reversed,Seyi Oyalade,4/17/2019,Reversal has been effected.,Complete,,,,
2847,Overdrawn Account on ExxonMobil,ARM Pensions›Investment Mangement›Investment Mangement,2/27/2020 10:25,3/4/2020 10:01,2/26/2020,2/27/2020,"₦77,000.00","77,000.00","Account Balance: Negative N127,369,970.48
Estimated Overdraft Charge: 22%
Number of Days overdrawn: 1 (One)

N127,369,970.48 * 22% * (1/365) = N76,770.94","77,000.00","77,000.00",0,Closed,Olabisi Idiong,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Trading errors resulting from poor maintenance of information (e.g. Cross deal Error, etc.)",Olabisi Idiong,People›Skills›Negligence of duties and responsibilities,,,ARM Pensions›Investment Mangement,Operations,"When IM took a look at the opening balance for the day, added the expected inflows from a maturing fixed deposit, deducted the expected outflows from the transacted bond purchases for the day; the issue arose from the fact that IM had mandated a fixed deposit placement but omitted it from the daily blotter which is how it plan for its cash positions for the day. This was as a result of error of omission.",Actual Loss,Loss or Damage to Assets,"77,000.00",,Operations,ARM Pensions›Investment Mangement,,,Im to enagage counter-party (First Bank plc) about the error and seek a waiver for the overdraft charge.| IM to ensure team members pay better attention to ensuring that the cash flow blotter is completed accurately daily and communicate measures place in place to forestall re-occurence.,Olabisi Idiong| Olabisi Idiong,2020-02-28| 2020-02-28,"Completed
A waiver was agreed by First Bank plc about the error.| Completed.
A second level review of the daily cashflow blotter has been put in place.",Complete| Complete,3/4/2020,"77,000.00",Others,The bank (First Bank plc) gave ARM Pension a waiver of the charge.
2637,Client Ledger posting not visible at the point of executing Pin Change,ARM Pensions›Operations›Contributions Processing,4/30/2019 7:36,6/18/2019 14:30,4/29/2019,4/29/2019,₦0.00,0,No loss incurred,0,0,0,Closed,Tolulope Fimoroti,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›Automated data processing errors,Ahmed Shittu,Systems›System Complexity›Poor systems user interface,Systems›Data Protection›Inadequate system / data backups,,,,Client Ledger posting not visible at the point of executing Pin Change,,,0,No loss,Operations,ARM Pensions,,,IT to reboot the system and create two ledger entries view on the Pin Change module (MPS and CPS).,Olubukola Dosunmu,4/30/2019,This was carried out same day and officer was able to execute Pin Change.,Complete,,,,
2638,Bank SM for 30/04/2019 was not on NAV before book closing,ARM Pensions›Operations›Reconciliation,5/9/2019 6:32,5/9/2019 8:13,5/2/2019,5/2/2019,₦0.00,,0,0,0,0,Closed,Bolatito Odusanya,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Transaction not booked or Transaction not registered as and when due",Anonymous,People›Skills›Negligence of duties and responsibilities,,,,,"Bank statement for April 30, 2019 was not uploaded causing inaccuracy in Valuation and price for the same day",,,,,Finance›Month-end Closure,ARM Pensions›Finance and Treasury,,,There is need to re-open the system for 30/04/20| Fund account to rerun EOD for 30/04/2019 for ensure accurate valu| Controls to be put in place to prevent a reoccurence,Olubukola Dosunmu| Femi Ige| Adetunji Gbadegesin,2019-05-02| 2019-05-02| 2019-05-02,Complete| EOD has been rerun and revaluation done| Call over to be carried out on a daily basis by Reconciliation Unit and Internal audit to ensure bank balance match balance on Navision  ,Complete| Complete| Complete,,,,
2639,Unable to send SMS to Clients for 3 days,ARM Pensions›Operations›Contributions Processing,5/9/2019 9:52,10/7/2019 12:21,5/6/2019,5/9/2019,₦0.00,,Nil,0,0,0,Closed,Tolulope Fimoroti,Business Disruption and System Failures›Interruption in services provided by external providers›Telecommunication link outages,Ahmed Shittu,Systems›System availability›Software failure (Software / data corruption etc),,,,,CPU is unable to send SMS to Clients on processed transactions,Actual Loss,Reputational Loss,,Puts the organisation in a bad light,,,,,IT to investigate the cause of this and proffer solutions,Muritala Yusuf,5/9/2019,"This happened during the ECRS migration exercise and the vendor redesigned the SMS initiating module on NAV. Hence, Issue had been resolved.",Complete,,,,
2640,Legacy Issue- Clean up of Navision to reconcile Bank Balance and partially processed balance,ARM Pensions›Operations›Reconciliation,5/14/2019 12:06,5/21/2019 8:44,4/1/2019,4/1/2019,"₦1,000.00",,The exact amount cannot be estimated,0,0,0,Open,Adetunji Gbadegesin,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Data entry errors (e.g. wrong payment instructions, wrong account credited etc.)",Aderonke Kelani,Systems›System Adequacy›System inadequate for nature of required tasks,People›Skills›Lack of staff experience in relation to performed tasks,,,,There is a need to clean up records on Navision as discrepancies exist between Bank Balance and Partially processed Balance,,,,,,,,,Reconciliation Unit to investigate the reason for the discrepancy in each line of transaction for all previous years. | Findings should be forwarded to responsible units for correction ,Adetunji Gbadegesin| Adetunji Gbadegesin,2019-06-21| 2019-06-21,,Open| Open,,,,
2642,Poor Network Connectivity in Surulere,ARM Pensions›Customer Experience›Call Center,5/15/2019 12:10,10/7/2019 12:15,5/15/2019,5/15/2019,₦0.00,,0,0,0,0,Closed,Jennifer C. Chike...,Business Disruption and System Failures›Interruption in services provided by external providers›Internet Service downtime,Muritala Yusuf,External Events›Outsourcing›Performance failure of outsourced vendor / service provider,,,,,Call center in Surulere has been experiencing bad network for four days.,Actual Loss,Reduced operational capacity,,,Asset Management›Client Issues Monitoring,ARM Life›Customer Experience›Call Centre,,,IT to investigate the root cause of the issue to ensure prompt resolution,Muritala Yusuf,5/16/2019,Downtimes experienced was as a result of the communication challenges at the Vendors based station. this had since been resolved.,Complete,,,,
2644,Faulty Port on the router hindered Benefits and payment processing.,ARM Pensions›Operations›Benefit Administration,5/21/2019 8:39,10/7/2019 12:12,5/20/2019,5/20/2019,₦0.00,,LOSS OF INTERNET CONNECTION AS WELL AS UNABLE TO ACCESS NETWORK DRIVE.,0,0,0,Closed,Happiness Pupu,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›System downtime,Ayodeji Majaro,Systems›System availability›Hardware failure (Failure of wearing parts etc),,,,,"Power supply to the router obstructed by a faulty port and a faulty UPS hindering Benefits unit from processing benefits and payments for 3 hours (May 21, 2019- 3:30-5pm and May 22, 2019 7:30-9pm)",Actual Loss,Reduced operational capacity,,,,,,,IT to change port of the router and to provide a new UPS for same,Muritala Yusuf,5/30/2019,Completed,Complete,,,,
2647,Non Receipt of Welcome Email containing Certificate of Membership and SMS containing RSA Pin Undelivered(PEN200941304509),ARM Pensions›Customer Experience›Customer Service,5/21/2019 13:30,10/7/2019 12:04,3/25/2019,5/21/2019,₦0.00,,None,0,0,0,Closed,Cynthia Saliu,Business Disruption and System Failures›Interruption in services provided by external providers›Telecommunication link outages,Kehinde Ashafa,Systems›System availability›Software failure (Software / data corruption etc),,,,,SMS and Email delivery failure for a new client due to network downtime,Actual Loss,Reputational Loss,,,,,,,IT to investigate the cause of this event and provide solutions to forestal any future occurance | Email and SMS to be resent to the client,Muritala Yusuf| Cynthia Saliu,2019-05-29| 2019-05-22,This was one of the early teething issues experienced during our integration to ECRS. The Vendor had to remodify the notification module to address the challenge. This has been resolved | Email and SMS has been sent to client.,Complete| Complete,,,,
2648,NON ACCESS TO RMAS PORTAL,ARM Pensions›Operations›Benefit Administration,5/21/2019 14:03,5/23/2019 11:50,5/20/2019,5/20/2019,₦0.00,,We have been unable to process clients'benefit payment request to the National Pension Commission for approval due to inability to access the RMAS portal.,0,0,0,Closed,Charles Fapohunda,"Business Disruption and System Failures›Interruption in services provided by external providers›Inability to process transactions on external applications (CSCS website, NSE trading terminal, etc.)",Anonymous,Systems›System availability›Other Equipment failure (Failure of other assets/ equipments other than IT related equipments etc.),,,,,"Benefits Unit was unable to access RMAS for two days (May 20 and 21, 2019) making benefits processing impossible",Actual Loss,Reduced operational capacity,,,,ARM Pensions›Operations›Benefit Administration,,,RMAS to be restored by PenCom,,,RMAS is back up and Benefits are being processed,Complete,,,,
2650,Faulty UPS at Test site (Surulere),ARM Pensions›Information Technology›Information Technology,5/23/2019 7:54,5/21/2020 9:04,5/16/2019,5/16/2019,₦0.00,,Occurred at the test site where backup restore process takes place. Exercise had to be postponed to cope with the disruption.,0,0,0,Closed,Eromonse Ohizua,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›System downtime,Muritala Yusuf,Systems›System availability›Hardware failure (Failure of wearing parts etc),,,,,Unable to carry out the monthly back up and restore exercise on test site due to faulty UPS,Potential Loss,,,,,,,,Vendor to be contacted for repair of the UPS,Eromonse Ohizua,6/30/2019,"Completed.
Alternatively, the central inverter installed within the facility will take care of powering the test site.",Complete,,,,
2657,Erroneous transfer of Funds meant for  Statutory Fund Account into the ARM's current account as a result of incorrect account number stated on the instruction,ARM Pensions›Investment Mangement›Investment Mangement,5/28/2019 15:35,6/18/2019 11:15,5/27/2019,5/28/2019,₦0.00,,No estimated loss,0,0,0,Closed,AbdulAzeez Bakare,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Data entry errors (e.g. wrong payment instructions, wrong account credited etc.)",Atiku Audu,Systems›System Complexity›Inadequate synergy between disparate systems with common users,,,,,"Upon maturity of a fixed deposit belonging to ARMP Statutory Fund, a wrong account (ARM's company account) was credited due to wrong account number captured on the system (Fundware) and mandate",Near Miss,Loss or Damage to Assets,,,,,,,Funds to be moved from ARM's company account to the right account (ARMP Statutory Fund) | Correct account number to be updated on the system. ,AbdulAzeez Bakare| AbdulAzeez Bakare,2019-06-04| 2019-06-03,Complete| Fundware is no longer in use. Account number has been corrected on paperless,Complete| Complete,,,,
